load_test_level,jmeter_scope,risk_level,verification_status,method,path,group,purpose,auth_required,source,recommendation_reason,query_params,body_params,headers,response_keys
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/combo/order/repeatedPayOrder.xhtml,member-order,支付/重新支付相关接口,True,current_spa_static_template,验证码、登录、支付、退款、上传、实名/注销或账号绑定类接口，不建议直接压测。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/combo/order/updateContact.xhtml,member-order,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/combo/order/updateDelivery.xhtml,member-order,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/combo/order/updateTransport.xhtml,member-order,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/member/show/order/budgetTicketsRefundPlan.xhtml,member-order,退票/退款相关接口,True,current_spa_static_template,验证码、登录、支付、退款、上传、实名/注销或账号绑定类接口，不建议直接压测。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/member/show/order/changeOrderCerts.xhtml,member-order,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/order/pay.xhtml,member-order,支付/重新支付相关接口,True,current_spa_static_template,验证码、登录、支付、退款、上传、实名/注销或账号绑定类接口，不建议直接压测。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/order/refundOrder.xhtml,member-order,退票/退款相关接口,True,current_spa_static_template,验证码、登录、支付、退款、上传、实名/注销或账号绑定类接口，不建议直接压测。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/order/refundOrderDetails.xhtml,member-order,退票/退款相关接口,True,current_spa_static_template,验证码、登录、支付、退款、上传、实名/注销或账号绑定类接口，不建议直接压测。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/member/show/order/saveOutOfStockRegistration.xhtml,member-order,创建/保存相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/order/updateShowOrderContactName.xhtml,member-order,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/order/updateShowOrderExpressFee.xhtml,member-order,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/show/order/updateShowOrderTransport.xhtml,member-order,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/order/cancelOrder.xhtml,member-order,取消未支付订单,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/order/changeOrderCerts.xhtml,member-order,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/member/ticket/order/create.xhtml,member-order,创建非座位类订单,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/order/createOrder.xhtml,member-order,创建非座位类订单,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/order/detail.xhtml,member-order,详情查询接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/order/payOrder.xhtml,member-order,支付/重新支付相关接口,True,current_spa_static_template,验证码、登录、支付、退款、上传、实名/注销或账号绑定类接口，不建议直接压测。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/order/refundOrder.xhtml,member-order,退票/退款相关接口,True,current_spa_static_template,验证码、登录、支付、退款、上传、实名/注销或账号绑定类接口，不建议直接压测。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/member/ticket/order/unLockSeat.xhtml,member-order,静态包发现，未在本次抓包中拿到业务说明,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/member/ticket/order/updateTicketOrderContactName.xhtml,member-order,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/member/ticket/order/updateTicketOrderExpressFee.xhtml,member-order,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/member/ticket/order/updateTicketOrderTransport.xhtml,member-order,更新/变更相关接口,True,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/pay/cybersource/payment/create.xhtml,payment,创建 CyberSource 支付请求/支付参数,False,current_spa_static,验证码、登录、支付、退款、上传、实名/注销或账号绑定类接口，不建议直接压测。,{},"{""_payment_payload"": ""静态推断；本次未走支付页，需支付流程抓包补完整字段""}",{},
Do Not Load Test,exclude,high,static_only,POST,/sms/common/commonUpload.xhtml,sms,通用文件上传,False,current_spa_static,验证码、登录、支付、退款、上传、实名/注销或账号绑定类接口，不建议直接压测。,{},"{""file"": ""<binary>"", ""uploadToken"": ""***REDACTED***""}","{""content-type"": ""multipart/form-data""}",
Do Not Load Test,exclude,high,static_only,POST,/thvendor/common/getCountryAllList.xhtml,thvendor,列表/分页查询接口,False,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/common/getProvinceAllList.xhtml,thvendor,列表/分页查询接口,False,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,POST,/thvendor/common/getProvinceList.xhtml,thvendor,列表/分页查询接口,False,current_spa_static_template,仅静态发现且像写操作/副作用接口，先人工确认业务影响。,{},{},{},
Do Not Load Test,exclude,high,static_only,GET,/thvendor/common/prepareUpload.xhtml,thvendor,准备上传并获取 uploadToken,False,current_spa_static,验证码、登录、支付、退款、上传、实名/注销或账号绑定类接口，不建议直接压测。,{},{},{},
